Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Electronics,USA,3514,12/04/23 0:00,ORDER04082,Bank Transfer,787,Yes,2,Next Day,27.00%,$74.5,$92,6,5,$47.2,$0K
Electronics,USA,5954,12/20/2023 12:00:00 AM,ORDER07540,Bank Transfer,506,Yes,3,Next Day,18.00%,$381.1,$73,1,2,$38.7,$0K
Electronics,USA,8521,04/01/23 0:00,ORDER05792,Bank Transfer,323,Yes,3,Next Day,6.00%,$70.5,$58,5,3,$48.8,$0K
Electronics,USA,8581,8/14/2023 12:00:00 AM,ORDER06204,Bank Transfer,582,Yes,3,Next Day,39.00%,$72.9,$114,9,5,$9.0,$0K
Electronics,USA,5639,11/07/23 0:00,ORDER05538,Bank Transfer,964,Yes,4,Next Day,12.00%,$604.3,$525,7,0,$15.9,$4K
Electronics,USA,8711,10/11/23 0:00,ORDER04220,Bank Transfer,240,Yes,4,Next Day,29.00%,$163.1,$49,4,1,$18.6,$0K
Electronics,USA,2365,11/20/2023 12:00:00 AM,ORDER09883,Bank Transfer,209,Yes,4,Next Day,10.00%,$515.9,$263,3,4,$6.6,$1K
Electronics,USA,2272,04/10/23 0:00,ORDER07544,Bank Transfer,240,Yes,5,Next Day,39.00%,$307.5,$221,6,1,$46.2,$1K
Electronics,USA,3759,11/02/23 0:00,ORDER08643,Bank Transfer,9,Yes,5,Next Day,11.00%,$954.6,$369,3,2,$29.5,$3K
Home,Canada,4080,8/22/2023 12:00:00 AM,ORDER02171,Bank Transfer,483,Yes,1,Next Day,13.00%,$887.8,$732,4,0,$24.8,$3K
Home,Canada,6779,2/28/2023 12:00:00 AM,ORDER04785,Bank Transfer,115,Yes,1,Next Day,39.00%,$772.7,$737,10,0,$7.5,$5K
Home,Canada,3756,09/07/23 0:00,ORDER08413,Bank Transfer,105,Yes,1,Next Day,37.00%,$19.8,$4,3,2,$47.7,$0K
Home,Canada,2053,5/23/2023 12:00:00 AM,ORDER07201,Bank Transfer,734,Yes,1,Next Day,35.00%,$419.0,$266,4,4,$20.2,$1K
Home,Canada,1659,12/21/2023 12:00:00 AM,ORDER02801,Bank Transfer,627,Yes,1,Next Day,37.00%,$219.3,$143,6,4,$34.7,$1K
Home,Canada,9841,01/01/23 0:00,ORDER02191,Bank Transfer,152,Yes,1,Next Day,21.00%,$32.0,$21,3,5,$26.5,$0K
Home,Canada,1289,9/21/2023 12:00:00 AM,ORDER02315,Bank Transfer,991,Yes,2,Next Day,34.00%,$314.5,$53,2,3,$33.3,$0K
Home,Canada,3096,9/28/2023 12:00:00 AM,ORDER07873,Bank Transfer,935,Yes,3,Next Day,31.00%,$553.2,$303,3,2,$38.9,$1K
Home,Canada,3375,05/07/23 0:00,ORDER01743,Bank Transfer,206,Yes,3,Next Day,11.00%,$243.5,$157,3,4,$32.9,$1K
Home,Canada,4485,3/15/2023 12:00:00 AM,ORDER06418,Bank Transfer,725,Yes,4,Next Day,35.00%,$467.6,$42,1,2,$39.1,$0K
Home,Canada,5567,4/15/2023 12:00:00 AM,ORDER03138,Bank Transfer,68,Yes,4,Next Day,10.00%,$764.9,$269,3,2,$25.3,$2K
Home,Canada,4294,4/16/2023 12:00:00 AM,ORDER04853,Bank Transfer,441,Yes,5,Next Day,11.00%,$25.8,$48,8,3,$24.1,$0K
Home,France,5844,5/28/2023 12:00:00 AM,ORDER09293,Bank Transfer,55,Yes,1,Next Day,11.00%,$514.1,$117,2,3,$32.1,$1K
Home,France,2209,12/22/2023 12:00:00 AM,ORDER05455,Bank Transfer,793,Yes,2,Next Day,40.00%,$242.9,$104,3,2,$12.1,$0K
Home,France,1391,11/09/23 0:00,ORDER09343,Bank Transfer,337,Yes,2,Next Day,29.00%,$877.6,$478,5,2,$25.7,$3K
Home,France,1984,01/03/23 0:00,ORDER06942,Bank Transfer,807,Yes,2,Next Day,13.00%,$43.5,$39,8,3,$14.8,$0K
Home,France,3271,12/11/23 0:00,ORDER01673,Bank Transfer,359,Yes,5,Next Day,13.00%,$466.3,$414,4,0,$48.9,$2K
Home,France,2388,3/13/2023 12:00:00 AM,ORDER05358,Bank Transfer,136,Yes,5,Next Day,37.00%,$627.5,$448,8,1,$28.6,$3K
Home,France,7187,10/24/2023 12:00:00 AM,ORDER02075,Bank Transfer,388,Yes,5,Next Day,19.00%,$10.9,$3,3,5,$12.5,$0K
Home,France,2331,6/23/2023 12:00:00 AM,ORDER01808,Bank Transfer,296,Yes,5,Next Day,26.00%,$749.2,"$1,230",9,5,$17.0,$5K
Home,Germany,4334,5/21/2023 12:00:00 AM,ORDER01361,Bank Transfer,696,Yes,1,Next Day,25.00%,$395.1,$143,4,1,$32.8,$1K
Home,Germany,3532,07/08/23 0:00,ORDER03851,Bank Transfer,52,Yes,1,Next Day,17.00%,$206.3,$88,2,2,$14.3,$0K
Home,Germany,5358,8/13/2023 12:00:00 AM,ORDER07545,Bank Transfer,678,Yes,2,Next Day,27.00%,$206.7,$105,6,3,$2.9,$1K
Home,Germany,8629,10/05/23 0:00,ORDER02508,Bank Transfer,800,Yes,2,Next Day,19.00%,$307.6,$395,10,5,$39.0,$2K
Home,Germany,6946,9/24/2023 12:00:00 AM,ORDER04594,Bank Transfer,369,Yes,3,Next Day,25.00%,$779.9,$146,2,0,$30.5,$1K
Home,Germany,4777,08/11/23 0:00,ORDER03859,Bank Transfer,493,Yes,3,Next Day,27.00%,$424.3,$270,4,4,$8.2,$1K
Home,Germany,4616,4/13/2023 12:00:00 AM,ORDER01291,Bank Transfer,607,Yes,4,Next Day,16.00%,$77.6,$33,3,2,$43.4,$0K
Home,Germany,5460,12/16/2023 12:00:00 AM,ORDER08117,Bank Transfer,578,Yes,4,Next Day,26.00%,$866.7,$177,1,5,$22.3,$1K
Home,Germany,1117,5/21/2023 12:00:00 AM,ORDER03354,Bank Transfer,505,Yes,4,Next Day,34.00%,$494.3,$62,1,5,$36.2,$0K
Home,Germany,8410,11/15/2023 12:00:00 AM,ORDER09414,Bank Transfer,622,Yes,5,Next Day,34.00%,$63.7,$39,4,2,$40.6,$0K
Home,Germany,5848,4/16/2023 12:00:00 AM,ORDER04063,Bank Transfer,624,Yes,5,Next Day,15.00%,$450.1,$704,10,2,$48.4,$4K
Home,Germany,4564,3/18/2023 12:00:00 AM,ORDER07005,Bank Transfer,371,Yes,5,Next Day,9.00%,$976.8,"$2,538",10,3,$33.6,$9K
Home,UK,5142,04/03/23 0:00,ORDER09664,Bank Transfer,921,Yes,1,Next Day,36.00%,$889.6,$845,10,0,$45.2,$6K
Home,UK,9284,09/08/23 0:00,ORDER04752,Bank Transfer,675,Yes,1,Next Day,31.00%,$611.4,$296,3,2,$20.0,$1K
Home,UK,1935,01/06/23 0:00,ORDER07852,Bank Transfer,8,Yes,2,Next Day,17.00%,$909.0,$489,4,5,$8.4,$3K
Home,UK,8515,08/12/23 0:00,ORDER06601,Bank Transfer,133,Yes,3,Next Day,39.00%,$36.3,$31,7,0,$17.9,$0K
Home,UK,8703,6/15/2023 12:00:00 AM,ORDER06302,Bank Transfer,733,Yes,3,Next Day,22.00%,$231.7,$219,6,1,$32.9,$1K
Home,UK,2436,7/24/2023 12:00:00 AM,ORDER03531,Bank Transfer,263,Yes,3,Next Day,9.00%,$746.0,$617,8,1,$36.2,$5K
Home,UK,3040,10/18/2023 12:00:00 AM,ORDER09237,Bank Transfer,243,Yes,3,Next Day,15.00%,$425.5,$698,7,2,$27.1,$3K
Home,UK,3888,08/07/23 0:00,ORDER04250,Bank Transfer,891,Yes,4,Next Day,17.00%,$299.8,$436,9,0,$2.6,$2K
Home,UK,8534,10/17/2023 12:00:00 AM,ORDER06188,Bank Transfer,346,Yes,4,Next Day,19.00%,$321.4,$566,8,4,$42.7,$2K
Home,UK,3279,01/03/23 0:00,ORDER01096,Bank Transfer,754,Yes,5,Next Day,5.00%,$888.2,$897,4,1,$2.2,$3K
Home,UK,2135,7/22/2023 12:00:00 AM,ORDER08237,Bank Transfer,557,Yes,5,Next Day,35.00%,$570.4,$833,9,3,$7.5,$3K
Home,UK,3177,07/07/23 0:00,ORDER07333,Bank Transfer,97,Yes,5,Next Day,31.00%,$51.9,$40,4,4,$37.6,$0K
Home,USA,4655,09/07/23 0:00,ORDER07051,Bank Transfer,319,Yes,1,Next Day,14.00%,$929.1,$160,1,0,$11.6,$1K
Home,USA,1928,07/09/23 0:00,ORDER07159,Bank Transfer,899,Yes,1,Next Day,12.00%,$792.9,"$1,711",9,2,$7.6,$6K
Home,USA,7988,9/24/2023 12:00:00 AM,ORDER07213,Bank Transfer,875,Yes,1,Next Day,31.00%,$140.5,$69,5,3,$43.1,$0K
Home,USA,2213,5/21/2023 12:00:00 AM,ORDER06439,Bank Transfer,1,Yes,2,Next Day,33.00%,$904.8,$523,3,1,$18.7,$2K
Home,USA,6414,02/05/23 0:00,ORDER02516,Bank Transfer,805,Yes,2,Next Day,35.00%,$824.9,$552,6,1,$29.6,$3K
Home,USA,5062,09/09/23 0:00,ORDER06099,Bank Transfer,512,Yes,2,Next Day,30.00%,$175.3,$256,10,1,$10.9,$1K
Home,USA,7360,02/08/23 0:00,ORDER07122,Bank Transfer,711,Yes,2,Next Day,32.00%,$299.3,$385,7,5,$46.3,$1K
Home,USA,3705,05/04/23 0:00,ORDER09493,Bank Transfer,214,Yes,3,Next Day,29.00%,$997.0,$280,2,2,$39.2,$1K
Home,USA,1118,3/15/2023 12:00:00 AM,ORDER05644,Bank Transfer,502,Yes,3,Next Day,28.00%,$104.9,$41,4,4,$5.9,$0K
Home,USA,8044,03/12/23 0:00,ORDER08503,Bank Transfer,863,Yes,3,Next Day,21.00%,$581.4,$765,7,5,$2.9,$3K
Home,USA,8794,6/18/2023 12:00:00 AM,ORDER06444,Bank Transfer,501,Yes,4,Next Day,37.00%,$101.7,$14,1,0,$7.9,$0K
Home,USA,2712,3/17/2023 12:00:00 AM,ORDER02608,Bank Transfer,37,Yes,4,Next Day,24.00%,$588.2,$125,2,1,$17.0,$1K
Home,USA,4305,03/11/23 0:00,ORDER03396,Bank Transfer,242,Yes,4,Next Day,34.00%,$171.1,$130,6,1,$27.0,$1K
Home,USA,7890,12/12/23 0:00,ORDER02399,Bank Transfer,547,Yes,5,Next Day,31.00%,$243.1,$31,1,0,$34.7,$0K
Home,USA,2825,1/15/2023 12:00:00 AM,ORDER02911,Bank Transfer,604,Yes,5,Next Day,22.00%,$504.9,$155,2,3,$19.9,$1K
Home,USA,4562,8/21/2023 12:00:00 AM,ORDER07277,Bank Transfer,523,Yes,5,Next Day,10.00%,$415.3,$39,1,4,$35.1,$0K
Home,USA,9848,07/07/23 0:00,ORDER06744,Bank Transfer,216,Yes,5,Next Day,22.00%,$403.4,$346,4,4,$7.5,$1K
Sports,Canada,2484,3/17/2023 12:00:00 AM,ORDER09190,Bank Transfer,651,Yes,1,Next Day,19.00%,$603.1,$394,6,1,$15.0,$3K
Sports,Canada,1870,10/09/23 0:00,ORDER02935,Bank Transfer,319,Yes,1,Next Day,13.00%,$780.1,"$1,129",10,2,$6.0,$7K
Sports,Canada,2529,08/07/23 0:00,ORDER05000,Bank Transfer,908,Yes,1,Next Day,24.00%,$962.3,$148,1,5,$40.2,$1K
Sports,Canada,4928,06/12/23 0:00,ORDER09753,Bank Transfer,239,Yes,2,Next Day,9.00%,$615.3,"$1,290",10,0,$13.8,$6K
Sports,Canada,3532,02/02/23 0:00,ORDER01991,Bank Transfer,144,Yes,2,Next Day,20.00%,$357.9,$635,10,0,$22.8,$3K
Sports,Canada,6473,08/12/23 0:00,ORDER06409,Bank Transfer,440,Yes,2,Next Day,21.00%,$553.7,$712,9,3,$30.7,$4K
Sports,Canada,5654,04/12/23 0:00,ORDER04420,Bank Transfer,462,Yes,3,Next Day,34.00%,$43.4,$40,8,0,$6.1,$0K
Sports,Canada,1467,5/21/2023 12:00:00 AM,ORDER09725,Bank Transfer,38,Yes,3,Next Day,36.00%,$595.8,$478,9,0,$14.3,$3K
Sports,Canada,2542,02/11/23 0:00,ORDER07039,Bank Transfer,482,Yes,3,Next Day,25.00%,$274.6,$583,10,0,$33.0,$2K
Sports,Canada,6341,11/10/23 0:00,ORDER05949,Bank Transfer,27,Yes,3,Next Day,25.00%,$553.3,$426,5,4,$14.3,$2K
Sports,Canada,7642,04/01/23 0:00,ORDER02552,Bank Transfer,756,Yes,4,Next Day,32.00%,$381.7,$642,10,4,$29.5,$3K
Sports,Canada,4826,03/10/23 0:00,ORDER02906,Bank Transfer,690,Yes,4,Next Day,20.00%,$541.3,$149,2,5,$20.7,$1K
Sports,Canada,6635,2/14/2023 12:00:00 AM,ORDER04283,Bank Transfer,224,Yes,5,Next Day,12.00%,$102.9,$151,9,0,$47.0,$1K
Sports,France,1284,4/13/2023 12:00:00 AM,ORDER04155,Bank Transfer,9,Yes,1,Next Day,28.00%,$80.0,$12,2,1,$24.4,$0K
Sports,France,7053,10/28/2023 12:00:00 AM,ORDER03709,Bank Transfer,455,Yes,1,Next Day,19.00%,$546.5,$329,7,1,$36.0,$3K
Sports,France,3595,3/24/2023 12:00:00 AM,ORDER04414,Bank Transfer,885,Yes,1,Next Day,10.00%,$803.2,$151,2,3,$23.2,$1K
Sports,France,7605,05/09/23 0:00,ORDER07484,Bank Transfer,743,Yes,2,Next Day,30.00%,$928.8,$108,1,0,$32.0,$1K
Sports,France,3058,10/08/23 0:00,ORDER03586,Bank Transfer,614,Yes,3,Next Day,39.00%,$806.7,$57,1,0,$38.2,$0K
Sports,France,9956,10/21/2023 12:00:00 AM,ORDER06340,Bank Transfer,335,Yes,3,Next Day,24.00%,$777.9,$877,5,0,$13.2,$3K
Sports,France,6998,12/13/2023 12:00:00 AM,ORDER04624,Bank Transfer,542,Yes,4,Next Day,8.00%,$456.4,$275,3,5,$34.0,$1K
Sports,France,6202,11/26/2023 12:00:00 AM,ORDER07402,Bank Transfer,788,Yes,4,Next Day,21.00%,$812.5,$766,8,5,$23.7,$5K
Sports,France,2164,06/06/23 0:00,ORDER09069,Bank Transfer,914,Yes,4,Next Day,24.00%,$706.7,$895,8,5,$2.2,$4K
Sports,France,4656,11/09/23 0:00,ORDER04650,Bank Transfer,271,Yes,5,Next Day,14.00%,$62.4,$31,3,1,$4.3,$0K
Sports,France,2072,09/09/23 0:00,ORDER03963,Bank Transfer,489,Yes,5,Next Day,17.00%,$148.1,$64,2,3,$7.2,$0K
Sports,France,1993,12/15/2023 12:00:00 AM,ORDER09924,Bank Transfer,84,Yes,5,Next Day,10.00%,$345.8,$690,10,3,$17.3,$3K
Sports,France,3821,06/12/23 0:00,ORDER02751,Bank Transfer,652,Yes,5,Next Day,25.00%,$106.2,$79,4,5,$14.1,$0K
Sports,Germany,5294,08/05/23 0:00,ORDER05865,Bank Transfer,162,Yes,1,Next Day,6.00%,$43.8,$36,3,0,$17.6,$0K
Sports,Germany,5675,12/24/2023 12:00:00 AM,ORDER08584,Bank Transfer,494,Yes,1,Next Day,30.00%,$79.5,$96,7,0,$21.0,$0K
Sports,Germany,2197,7/26/2023 12:00:00 AM,ORDER01624,Bank Transfer,248,Yes,1,Next Day,7.00%,$232.5,$495,8,2,$44.1,$2K
Sports,Germany,6688,2/28/2023 12:00:00 AM,ORDER05485,Bank Transfer,79,Yes,1,Next Day,34.00%,$675.7,$400,8,4,$6.5,$4K
Sports,Germany,9624,12/25/2023 12:00:00 AM,ORDER05484,Bank Transfer,509,Yes,2,Next Day,8.00%,$807.0,$485,3,1,$12.1,$2K
Sports,Germany,1343,9/19/2023 12:00:00 AM,ORDER06013,Bank Transfer,873,Yes,2,Next Day,35.00%,$910.5,$876,8,3,$20.1,$5K
Sports,Germany,7841,6/27/2023 12:00:00 AM,ORDER03628,Bank Transfer,616,Yes,2,Next Day,23.00%,$114.0,$47,2,4,$44.5,$0K
Sports,Germany,7523,6/24/2023 12:00:00 AM,ORDER03074,Bank Transfer,967,Yes,2,Next Day,27.00%,$967.5,$730,5,5,$24.5,$4K
Sports,Germany,8226,03/11/23 0:00,ORDER07840,Bank Transfer,511,Yes,3,Next Day,29.00%,$670.4,$939,10,1,$20.1,$5K
Sports,Germany,3847,01/12/23 0:00,ORDER06362,Bank Transfer,614,Yes,3,Next Day,35.00%,$499.2,$206,4,5,$2.5,$1K
Sports,Germany,5735,9/28/2023 12:00:00 AM,ORDER02495,Bank Transfer,492,Yes,4,Next Day,7.00%,$947.4,$737,7,3,$33.5,$6K
Sports,Germany,8177,11/01/23 0:00,ORDER08418,Bank Transfer,206,Yes,5,Next Day,24.00%,$534.7,$379,8,1,$46.6,$3K
Sports,Germany,6381,5/21/2023 12:00:00 AM,ORDER05208,Bank Transfer,40,Yes,5,Next Day,36.00%,$474.0,$448,8,5,$43.7,$2K
Sports,UK,5508,2/13/2023 12:00:00 AM,ORDER08868,Bank Transfer,75,Yes,1,Next Day,11.00%,$466.4,$49,1,3,$41.7,$0K
Sports,UK,9827,6/24/2023 12:00:00 AM,ORDER01937,Bank Transfer,574,Yes,2,Next Day,19.00%,$501.3,$137,3,2,$25.9,$1K
Sports,UK,1354,06/07/23 0:00,ORDER02653,Bank Transfer,834,Yes,2,Next Day,14.00%,$386.6,$189,3,3,$11.0,$1K
Sports,UK,9251,11/27/2023 12:00:00 AM,ORDER08034,Bank Transfer,68,Yes,3,Next Day,28.00%,$27.4,$15,4,3,$3.7,$0K
Sports,UK,6533,04/11/23 0:00,ORDER04578,Bank Transfer,174,Yes,3,Next Day,38.00%,$416.9,$229,5,3,$14.3,$1K
Sports,UK,3492,5/14/2023 12:00:00 AM,ORDER04814,Bank Transfer,119,Yes,3,Next Day,5.00%,$428.5,$448,5,5,$5.4,$2K
Sports,UK,8649,11/22/2023 12:00:00 AM,ORDER03099,Bank Transfer,823,Yes,4,Next Day,22.00%,$365.4,$402,9,0,$48.4,$3K
Sports,UK,8257,2/17/2023 12:00:00 AM,ORDER08562,Bank Transfer,137,Yes,4,Next Day,23.00%,$288.1,$28,1,4,$8.5,$0K
Sports,UK,4355,6/19/2023 12:00:00 AM,ORDER09993,Bank Transfer,340,Yes,5,Next Day,26.00%,$365.2,$173,5,2,$7.1,$1K
Sports,UK,3264,06/09/23 0:00,ORDER07716,Bank Transfer,978,Yes,5,Next Day,26.00%,$609.6,$472,4,5,$31.2,$2K
Sports,USA,1565,3/28/2023 12:00:00 AM,ORDER09945,Bank Transfer,832,Yes,1,Next Day,7.00%,$841.3,$487,4,0,$42.8,$3K
Sports,USA,3905,4/17/2023 12:00:00 AM,ORDER09255,Bank Transfer,665,Yes,1,Next Day,18.00%,$248.2,$343,7,1,$27.2,$1K
Sports,USA,8892,8/27/2023 12:00:00 AM,ORDER03776,Bank Transfer,849,Yes,1,Next Day,16.00%,$499.9,$853,10,3,$37.2,$4K
Sports,USA,2596,1/15/2023 12:00:00 AM,ORDER02880,Bank Transfer,744,Yes,2,Next Day,34.00%,$870.6,$955,6,3,$37.9,$3K
Sports,USA,6862,11/04/23 0:00,ORDER05880,Bank Transfer,41,Yes,3,Next Day,19.00%,$870.9,$394,2,0,$8.2,$1K
Sports,USA,7422,8/19/2023 12:00:00 AM,ORDER02390,Bank Transfer,178,Yes,3,Next Day,34.00%,$642.9,"$1,233",10,1,$11.1,$4K
Sports,USA,5377,3/26/2023 12:00:00 AM,ORDER08077,Bank Transfer,717,Yes,4,Next Day,16.00%,$216.1,$308,7,0,$28.6,$1K
Sports,USA,5433,07/07/23 0:00,ORDER04950,Bank Transfer,579,Yes,4,Next Day,32.00%,$30.1,$18,3,1,$39.3,$0K
Sports,USA,2266,8/26/2023 12:00:00 AM,ORDER07510,Bank Transfer,386,Yes,4,Next Day,31.00%,$835.2,"$1,057",8,4,$31.2,$5K
Sports,USA,8751,07/11/23 0:00,ORDER04495,Bank Transfer,478,Yes,4,Next Day,32.00%,$797.2,"$1,389",9,4,$41.6,$5K
Sports,USA,7661,8/18/2023 12:00:00 AM,ORDER02451,Bank Transfer,188,Yes,4,Next Day,33.00%,$313.9,$147,6,5,$26.5,$1K
Sports,USA,3714,12/27/2023 12:00:00 AM,ORDER04740,Bank Transfer,815,Yes,5,Next Day,39.00%,$145.3,$75,6,0,$30.5,$1K
Sports,USA,3121,6/18/2023 12:00:00 AM,ORDER08125,Bank Transfer,122,Yes,5,Next Day,26.00%,$46.1,$75,10,5,$36.2,$0K
Books,Canada,9970,7/27/2023 12:00:00 AM,ORDER02698,Cash,445,Yes,1,Next Day,28.00%,$154.9,$64,2,1,$31.4,$0K
Books,Canada,5600,2/23/2023 12:00:00 AM,ORDER03202,Cash,241,Yes,1,Next Day,34.00%,$104.4,$85,10,1,$43.7,$1K
Books,Canada,4082,10/19/2023 12:00:00 AM,ORDER02955,Cash,395,Yes,1,Next Day,15.00%,$787.4,"$1,117",9,2,$28.5,$6K
Books,Canada,6711,03/05/23 0:00,ORDER02834,Cash,443,Yes,3,Next Day,13.00%,$326.5,$216,3,2,$45.3,$1K
Books,Canada,5740,8/28/2023 12:00:00 AM,ORDER07219,Cash,600,Yes,3,Next Day,10.00%,$703.7,$168,2,5,$6.6,$1K
Books,Canada,6155,09/02/23 0:00,ORDER06732,Cash,571,Yes,3,Next Day,24.00%,$528.2,$194,4,5,$21.4,$2K
Books,Canada,4582,1/18/2023 12:00:00 AM,ORDER08066,Cash,834,Yes,4,Next Day,27.00%,$849.8,$520,5,1,$37.0,$3K
Books,Canada,8593,3/22/2023 12:00:00 AM,ORDER01273,Cash,613,Yes,4,Next Day,18.00%,$232.2,$248,7,1,$27.1,$1K
Books,Canada,3417,07/10/23 0:00,ORDER04184,Cash,766,Yes,4,Next Day,9.00%,$875.4,$577,6,4,$45.4,$5K
Books,Canada,4564,6/15/2023 12:00:00 AM,ORDER02524,Cash,433,Yes,4,Next Day,29.00%,$59.9,$33,4,5,$49.0,$0K
Books,Canada,3801,12/23/2023 12:00:00 AM,ORDER05276,Cash,313,Yes,5,Next Day,17.00%,$650.5,"$1,011",10,0,$34.2,$5K
Books,Canada,5911,3/14/2023 12:00:00 AM,ORDER07060,Cash,707,Yes,5,Next Day,22.00%,$594.2,$512,4,1,$35.0,$2K
Books,Canada,8386,5/17/2023 12:00:00 AM,ORDER04242,Cash,889,Yes,5,Next Day,9.00%,$709.9,$912,5,3,$33.1,$3K
Books,Canada,8893,10/21/2023 12:00:00 AM,ORDER03914,Cash,511,Yes,5,Next Day,20.00%,$846.6,$609,8,3,$4.8,$5K
Books,France,1009,3/14/2023 12:00:00 AM,ORDER08493,Cash,866,Yes,1,Next Day,17.00%,$431.1,$474,7,1,$34.2,$3K
Books,France,9932,9/17/2023 12:00:00 AM,ORDER09047,Cash,97,Yes,1,Next Day,26.00%,$231.7,$168,4,2,$49.0,$1K
Books,France,5207,6/15/2023 12:00:00 AM,ORDER08350,Cash,980,Yes,1,Next Day,27.00%,$544.9,$339,7,5,$8.0,$3K
Books,France,6459,4/18/2023 12:00:00 AM,ORDER06363,Cash,668,Yes,2,Next Day,27.00%,$103.8,$131,7,0,$28.4,$1K
Books,France,7797,08/06/23 0:00,ORDER02262,Cash,329,Yes,3,Next Day,21.00%,$395.4,$146,2,1,$47.8,$1K
Books,France,2729,03/02/23 0:00,ORDER06246,Cash,52,Yes,3,Next Day,32.00%,$160.3,$115,5,3,$36.5,$1K
Books,France,1734,10/22/2023 12:00:00 AM,ORDER05525,Cash,94,Yes,3,Next Day,6.00%,$74.3,$53,7,5,$30.4,$0K
Books,France,1543,12/17/2023 12:00:00 AM,ORDER04553,Cash,426,Yes,4,Next Day,36.00%,$934.7,$92,1,1,$21.5,$1K
Books,France,7614,5/26/2023 12:00:00 AM,ORDER05832,Cash,402,Yes,5,Next Day,31.00%,$217.3,$412,10,2,$38.1,$1K
Books,France,9288,4/22/2023 12:00:00 AM,ORDER04150,Cash,794,Yes,5,Next Day,34.00%,$672.3,$776,10,2,$31.5,$4K
Books,France,5645,9/27/2023 12:00:00 AM,ORDER02452,Cash,736,Yes,5,Next Day,22.00%,$316.1,$396,7,4,$22.1,$2K
Books,France,2232,12/13/2023 12:00:00 AM,ORDER06317,Cash,392,Yes,5,Next Day,6.00%,$219.4,$206,7,5,$25.6,$1K
Books,Germany,8774,06/01/23 0:00,ORDER05372,Cash,287,Yes,1,Next Day,32.00%,$605.2,$250,3,0,$39.1,$1K
Books,Germany,9055,8/22/2023 12:00:00 AM,ORDER06900,Cash,280,Yes,1,Next Day,6.00%,$831.0,$773,5,3,$37.1,$4K
Books,Germany,8439,7/17/2023 12:00:00 AM,ORDER04255,Cash,932,Yes,1,Next Day,24.00%,$64.5,$35,7,3,$41.6,$0K
Books,Germany,9896,4/18/2023 12:00:00 AM,ORDER01727,Cash,283,Yes,2,Next Day,10.00%,$762.2,$440,4,1,$29.1,$3K
Books,Germany,3981,07/03/23 0:00,ORDER03600,Cash,4,Yes,2,Next Day,34.00%,$495.7,$305,7,1,$32.4,$2K
Books,Germany,1925,8/19/2023 12:00:00 AM,ORDER08936,Cash,185,Yes,2,Next Day,20.00%,$953.6,"$1,387",9,2,$19.8,$7K
Books,Germany,5353,1/13/2023 12:00:00 AM,ORDER04562,Cash,11,Yes,3,Next Day,17.00%,$112.6,$264,10,0,$7.9,$1K
Books,Germany,3428,7/24/2023 12:00:00 AM,ORDER09624,Cash,100,Yes,3,Next Day,13.00%,$52.4,$24,2,2,$28.6,$0K
Books,Germany,7794,10/04/23 0:00,ORDER03891,Cash,759,Yes,3,Next Day,24.00%,$673.6,"$1,535",10,2,$46.1,$5K
Books,Germany,8782,2/28/2023 12:00:00 AM,ORDER08140,Cash,166,Yes,3,Next Day,38.00%,$53.4,$40,5,4,$42.1,$0K
Books,Germany,8524,07/06/23 0:00,ORDER02290,Cash,312,Yes,3,Next Day,13.00%,$779.6,$193,2,5,$48.4,$1K
Books,Germany,8180,12/27/2023 12:00:00 AM,ORDER05236,Cash,849,Yes,4,Next Day,16.00%,$182.1,$86,2,1,$16.2,$0K
Books,Germany,2192,06/11/23 0:00,ORDER08072,Cash,333,Yes,4,Next Day,38.00%,$743.0,$219,2,2,$24.5,$1K
Books,Germany,1271,12/05/23 0:00,ORDER02118,Cash,975,Yes,4,Next Day,17.00%,$739.0,$979,8,2,$16.7,$5K
Books,Germany,7759,6/21/2023 12:00:00 AM,ORDER03249,Cash,67,Yes,4,Next Day,24.00%,$623.0,$639,10,2,$4.8,$5K
Books,Germany,3324,04/09/23 0:00,ORDER03806,Cash,200,Yes,4,Next Day,32.00%,$390.0,$247,9,4,$7.6,$2K
Books,Germany,8392,10/09/23 0:00,ORDER02233,Cash,843,Yes,4,Next Day,38.00%,$580.5,$322,5,5,$24.3,$2K
Books,Germany,8649,12/05/23 0:00,ORDER08654,Cash,7,Yes,5,Next Day,25.00%,$929.1,"$1,583",8,0,$35.8,$6K
Books,Germany,6852,2/18/2023 12:00:00 AM,ORDER08110,Cash,202,Yes,5,Next Day,22.00%,$590.9,$439,4,1,$29.3,$2K
Books,Germany,6133,11/12/23 0:00,ORDER01838,Cash,984,Yes,5,Next Day,17.00%,$449.4,$528,7,1,$10.6,$3K
Books,Germany,6062,9/21/2023 12:00:00 AM,ORDER02537,Cash,65,Yes,5,Next Day,7.00%,$435.1,$300,6,2,$37.9,$2K
Books,Germany,3902,07/10/23 0:00,ORDER06137,Cash,163,Yes,5,Next Day,36.00%,$581.0,$342,4,3,$5.6,$1K
Books,Germany,4039,10/17/2023 12:00:00 AM,ORDER03781,Cash,747,Yes,5,Next Day,33.00%,$429.1,$323,4,5,$29.1,$1K
Books,UK,5349,12/02/23 0:00,ORDER07073,Cash,704,Yes,1,Next Day,26.00%,$383.2,$156,4,0,$27.2,$1K
